Treating.Clinician,Hospital,total,target,percentage,hospital_each_average,hospital_all_average,order
90119860,Casey,1,0,0,6.07,7.96,Blood Test
90119860,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90119901,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90119988,Dandenong,1,0,0,6.52,7.96,Blood Test
90119988,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90121871,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90122677,Casey,2,0,0,6.07,7.96,Blood Test
90122677,MMC- Clayton,32,8,25,9.21,7.96,Blood Test
90123231,Casey,7,0,0,6.07,7.96,Blood Test
90123234,Casey,1,0,0,6.07,7.96,Blood Test
90123243,Casey,3,0,0,6.07,7.96,Blood Test
90123249,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90123255,Casey,3,0,0,6.07,7.96,Blood Test
90123258,Casey,3,0,0,6.07,7.96,Blood Test
90123261,Casey,3,0,0,6.07,7.96,Blood Test
90123262,Casey,8,4,50,6.07,7.96,Blood Test
90123265,Casey,5,0,0,6.07,7.96,Blood Test
90123274,Casey,5,0,0,6.07,7.96,Blood Test
90123274,Dandenong,4,0,0,6.52,7.96,Blood Test
90123284,Casey,4,0,0,6.07,7.96,Blood Test
90123295,Casey,1,0,0,6.07,7.96,Blood Test
90123296,Casey,3,0,0,6.07,7.96,Blood Test
90123301,Casey,4,0,0,6.07,7.96,Blood Test
90123309,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90123323,Casey,4,0,0,6.07,7.96,Blood Test
90123332,Casey,1,0,0,6.07,7.96,Blood Test
90123339,Dandenong,2,0,0,6.52,7.96,Blood Test
90123339,MMC- Clayton,16,3,18,9.21,7.96,Blood Test
90124199,Casey,5,0,0,6.07,7.96,Blood Test
90124202,Casey,8,0,0,6.07,7.96,Blood Test
90124202,Dandenong,7,0,0,6.52,7.96,Blood Test
90124438,Casey,14,0,0,6.07,7.96,Blood Test
90124438,Dandenong,1,0,0,6.52,7.96,Blood Test
90124438,MMC- Clayton,21,0,0,9.21,7.96,Blood Test
90124439,Casey,10,0,0,6.07,7.96,Blood Test
90124439,Dandenong,4,0,0,6.52,7.96,Blood Test
90124440,Casey,26,0,0,6.07,7.96,Blood Test
90124441,Casey,7,0,0,6.07,7.96,Blood Test
90124443,Casey,3,0,0,6.07,7.96,Blood Test
90124445,Casey,6,0,0,6.07,7.96,Blood Test
90124446,Casey,6,0,0,6.07,7.96,Blood Test
90124446,Dandenong,1,0,0,6.52,7.96,Blood Test
90124447,Casey,7,0,0,6.07,7.96,Blood Test
90124447,Dandenong,5,0,0,6.52,7.96,Blood Test
90124449,Casey,2,0,0,6.07,7.96,Blood Test
90124449,Dandenong,10,4,40,6.52,7.96,Blood Test
90124459,Dandenong,2,0,0,6.52,7.96,Blood Test
90124476,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90124487,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90124491,Casey,5,0,0,6.07,7.96,Blood Test
90124492,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90124499,Dandenong,1,0,0,6.52,7.96,Blood Test
90124502,Casey,5,0,0,6.07,7.96,Blood Test
90124502,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90124505,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90124508,Casey,11,2,18,6.07,7.96,Blood Test
90124515,Dandenong,1,0,0,6.52,7.96,Blood Test
90124517,Dandenong,4,0,0,6.52,7.96,Blood Test
90124517,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90124523,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90124524,MMC- Clayton,11,0,0,9.21,7.96,Blood Test
90124526,MMC- Clayton,19,4,21,9.21,7.96,Blood Test
90124539,Casey,1,0,0,6.07,7.96,Blood Test
90124543,Casey,2,0,0,6.07,7.96,Blood Test
90124543,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90124546,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90124552,Casey,2,0,0,6.07,7.96,Blood Test
90124561,Dandenong,6,0,0,6.52,7.96,Blood Test
90124561,MMC- Clayton,9,0,0,9.21,7.96,Blood Test
90124563,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90124565,Dandenong,2,0,0,6.52,7.96,Blood Test
90124570,Casey,2,0,0,6.07,7.96,Blood Test
90124570,Dandenong,1,0,0,6.52,7.96,Blood Test
90124574,Casey,7,0,0,6.07,7.96,Blood Test
90124585,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90124609,MMC- Clayton,24,4,16,9.21,7.96,Blood Test
90124612,Casey,5,0,0,6.07,7.96,Blood Test
90124621,MMC- Clayton,24,0,0,9.21,7.96,Blood Test
90124633,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90124637,MMC- Clayton,6,0,0,9.21,7.96,Blood Test
90124642,Casey,11,0,0,6.07,7.96,Blood Test
90124682,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90124698,MMC- Clayton,14,1,7,9.21,7.96,Blood Test
90124936,Casey,5,0,0,6.07,7.96,Blood Test
90124939,Casey,1,0,0,6.07,7.96,Blood Test
90127293,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90127515,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90132167,Casey,29,0,0,6.07,7.96,Blood Test
90135325,Casey,12,4,33,6.07,7.96,Blood Test
90136838,MMC- Clayton,17,4,23,9.21,7.96,Blood Test
90136845,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90136849,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90136850,MMC- Clayton,16,7,43,9.21,7.96,Blood Test
90137181,Casey,1,0,0,6.07,7.96,Blood Test
90137813,Casey,19,6,31,6.07,7.96,Blood Test
90137813,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90138704,MMC- Clayton,9,0,0,9.21,7.96,Blood Test
90138705,MMC- Clayton,9,0,0,9.21,7.96,Blood Test
90139416,Dandenong,1,0,0,6.52,7.96,Blood Test
90140200,Casey,3,0,0,6.07,7.96,Blood Test
90140978,Dandenong,1,0,0,6.52,7.96,Blood Test
90141465,Casey,3,0,0,6.07,7.96,Blood Test
90141884,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90142519,MMC- Clayton,22,3,13,9.21,7.96,Blood Test
90142803,Casey,2,0,0,6.07,7.96,Blood Test
90142812,Casey,3,0,0,6.07,7.96,Blood Test
90142824,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90142827,Casey,6,0,0,6.07,7.96,Blood Test
90142841,Casey,7,0,0,6.07,7.96,Blood Test
90142841,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90142861,Casey,1,0,0,6.07,7.96,Blood Test
90142863,Casey,1,0,0,6.07,7.96,Blood Test
90142876,Casey,1,0,0,6.07,7.96,Blood Test
90142879,Casey,1,0,0,6.07,7.96,Blood Test
90144220,Casey,4,0,0,6.07,7.96,Blood Test
90144405,MMC- Clayton,39,6,15,9.21,7.96,Blood Test
90144435,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90144443,MMC- Clayton,20,0,0,9.21,7.96,Blood Test
90144606,Casey,1,0,0,6.07,7.96,Blood Test
90144607,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90144627,Dandenong,5,0,0,6.52,7.96,Blood Test
90144629,Casey,28,3,10,6.07,7.96,Blood Test
90144646,Casey,8,0,0,6.07,7.96,Blood Test
90144736,MMC- Clayton,13,0,0,9.21,7.96,Blood Test
90144754,Dandenong,1,0,0,6.52,7.96,Blood Test
90144787,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90144872,Casey,30,8,26,6.07,7.96,Blood Test
90144878,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90144901,MMC- Clayton,13,4,30,9.21,7.96,Blood Test
90144911,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90144933,Casey,7,0,0,6.07,7.96,Blood Test
90144951,Casey,7,0,0,6.07,7.96,Blood Test
90145024,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90145085,MMC- Clayton,12,0,0,9.21,7.96,Blood Test
90145086,MMC- Clayton,30,4,13,9.21,7.96,Blood Test
90145198,Dandenong,1,0,0,6.52,7.96,Blood Test
90145218,MMC- Clayton,6,0,0,9.21,7.96,Blood Test
90145257,MMC- Clayton,6,0,0,9.21,7.96,Blood Test
90145261,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90145292,Casey,1,0,0,6.07,7.96,Blood Test
90145292,MMC- Clayton,6,0,0,9.21,7.96,Blood Test
90145296,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90145323,Casey,2,0,0,6.07,7.96,Blood Test
90145385,Casey,5,0,0,6.07,7.96,Blood Test
90145390,MMC- Clayton,16,0,0,9.21,7.96,Blood Test
90145408,Casey,3,0,0,6.07,7.96,Blood Test
90145408,MMC- Clayton,10,0,0,9.21,7.96,Blood Test
90145457,Dandenong,1,0,0,6.52,7.96,Blood Test
90145469,Dandenong,5,0,0,6.52,7.96,Blood Test
90145507,Casey,1,0,0,6.07,7.96,Blood Test
90145525,Casey,5,3,60,6.07,7.96,Blood Test
90145549,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90145738,MMC- Clayton,12,0,0,9.21,7.96,Blood Test
90145741,Casey,5,0,0,6.07,7.96,Blood Test
90145754,MMC- Clayton,6,0,0,9.21,7.96,Blood Test
90145901,Casey,31,4,12,6.07,7.96,Blood Test
90145901,MMC- Clayton,37,4,10,9.21,7.96,Blood Test
90146246,Casey,2,0,0,6.07,7.96,Blood Test
90146286,Dandenong,1,0,0,6.52,7.96,Blood Test
90146286,MMC- Clayton,18,6,33,9.21,7.96,Blood Test
90148355,Casey,5,0,0,6.07,7.96,Blood Test
90148355,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90148374,Dandenong,1,0,0,6.52,7.96,Blood Test
90148809,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90149605,MMC- Clayton,9,0,0,9.21,7.96,Blood Test
90150180,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90152266,Casey,2,0,0,6.07,7.96,Blood Test
90152983,Casey,1,0,0,6.07,7.96,Blood Test
90153189,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90153195,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90153760,Casey,6,0,0,6.07,7.96,Blood Test
90154175,Casey,6,0,0,6.07,7.96,Blood Test
90154175,MMC- Clayton,13,2,15,9.21,7.96,Blood Test
90154371,Dandenong,5,0,0,6.52,7.96,Blood Test
90154449,Casey,2,0,0,6.07,7.96,Blood Test
90155188,MMC- Clayton,12,0,0,9.21,7.96,Blood Test
90155200,MMC- Clayton,20,0,0,9.21,7.96,Blood Test
90156769,Dandenong,1,0,0,6.52,7.96,Blood Test
90157612,MMC- Clayton,19,0,0,9.21,7.96,Blood Test
90159236,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90160332,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90160353,Casey,2,0,0,6.07,7.96,Blood Test
90160501,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90160513,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90160621,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90160622,Casey,1,0,0,6.07,7.96,Blood Test
90160636,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90160647,Dandenong,1,0,0,6.52,7.96,Blood Test
90160650,Dandenong,3,0,0,6.52,7.96,Blood Test
90160655,Casey,1,0,0,6.07,7.96,Blood Test
90160699,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90160968,Dandenong,1,0,0,6.52,7.96,Blood Test
90161039,MMC- Clayton,21,3,14,9.21,7.96,Blood Test
90161091,MMC- Clayton,17,1,5,9.21,7.96,Blood Test
90161096,Casey,4,0,0,6.07,7.96,Blood Test
90161173,Casey,2,0,0,6.07,7.96,Blood Test
90161185,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90161376,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90161873,MMC- Clayton,19,3,15,9.21,7.96,Blood Test
90161944,Casey,4,0,0,6.07,7.96,Blood Test
90162065,Casey,17,0,0,6.07,7.96,Blood Test
90162077,MMC- Clayton,11,0,0,9.21,7.96,Blood Test
90162078,MMC- Clayton,13,0,0,9.21,7.96,Blood Test
90162079,MMC- Clayton,31,5,16,9.21,7.96,Blood Test
90162080,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90162081,MMC- Clayton,41,1,2,9.21,7.96,Blood Test
90162082,Casey,8,0,0,6.07,7.96,Blood Test
90162082,MMC- Clayton,9,0,0,9.21,7.96,Blood Test
90162251,MMC- Clayton,33,4,12,9.21,7.96,Blood Test
90162252,MMC- Clayton,27,9,33,9.21,7.96,Blood Test
90162330,MMC- Clayton,14,4,28,9.21,7.96,Blood Test
90162599,MMC- Clayton,37,7,18,9.21,7.96,Blood Test
90162759,MMC- Clayton,20,2,10,9.21,7.96,Blood Test
90162770,Casey,7,0,0,6.07,7.96,Blood Test
90162772,Dandenong,1,0,0,6.52,7.96,Blood Test
90162832,Casey,1,0,0,6.07,7.96,Blood Test
90162880,Casey,4,0,0,6.07,7.96,Blood Test
90162896,MMC- Clayton,13,0,0,9.21,7.96,Blood Test
90162925,Casey,17,3,17,6.07,7.96,Blood Test
90162953,Casey,2,0,0,6.07,7.96,Blood Test
90163243,Casey,4,0,0,6.07,7.96,Blood Test
90164074,Casey,1,0,0,6.07,7.96,Blood Test
90164142,Dandenong,2,0,0,6.52,7.96,Blood Test
90164194,Casey,1,0,0,6.07,7.96,Blood Test
90164305,Casey,8,0,0,6.07,7.96,Blood Test
90165262,MMC- Clayton,16,0,0,9.21,7.96,Blood Test
90165844,Dandenong,2,0,0,6.52,7.96,Blood Test
90166103,MMC- Clayton,7,0,0,9.21,7.96,Blood Test
90166170,MMC- Clayton,13,0,0,9.21,7.96,Blood Test
90166333,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90166347,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90000541,Casey,3,0,0,1.97,1.33,Corticosteroids
90000541,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90000926,Casey,3,0,0,1.97,1.33,Corticosteroids
90000999,Casey,1,0,0,1.97,1.33,Corticosteroids
90001224,MMC- Clayton,28,0,0,0.77,1.33,Corticosteroids
90001660,Casey,2,0,0,1.97,1.33,Corticosteroids
90002178,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90002772,Dandenong,6,0,0,2.72,1.33,Corticosteroids
90002776,Casey,7,0,0,1.97,1.33,Corticosteroids
90002776,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90003149,Casey,2,0,0,1.97,1.33,Corticosteroids
90003195,Casey,2,0,0,1.97,1.33,Corticosteroids
90003244,Casey,4,0,0,1.97,1.33,Corticosteroids
90003263,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90003309,Casey,1,0,0,1.97,1.33,Corticosteroids
90003338,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90003440,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90003645,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90003721,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90003723,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90003827,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90003932,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90003943,Dandenong,2,1,50,2.72,1.33,Corticosteroids
90004008,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90004171,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90004178,Casey,1,0,0,1.97,1.33,Corticosteroids
90004253,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90004289,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90004510,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90004628,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90004908,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90005005,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90005028,Casey,1,0,0,1.97,1.33,Corticosteroids
90005035,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90005109,Casey,5,0,0,1.97,1.33,Corticosteroids
90005353,Casey,1,1,100,1.97,1.33,Corticosteroids
90005369,Casey,7,0,0,1.97,1.33,Corticosteroids
90005703,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90006510,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90007275,Casey,4,0,0,1.97,1.33,Corticosteroids
90007275,Dandenong,9,0,0,2.72,1.33,Corticosteroids
90007788,Casey,1,0,0,1.97,1.33,Corticosteroids
90008018,Casey,9,0,0,1.97,1.33,Corticosteroids
90008396,MMC- Clayton,10,1,10,0.77,1.33,Corticosteroids
90008672,Dandenong,8,0,0,2.72,1.33,Corticosteroids
90009738,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90010158,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90010636,MMC- Clayton,22,0,0,0.77,1.33,Corticosteroids
90010720,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90011578,Casey,15,0,0,1.97,1.33,Corticosteroids
90013598,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90013837,MMC- Clayton,28,1,3,0.77,1.33,Corticosteroids
90013900,Casey,5,0,0,1.97,1.33,Corticosteroids
90013900,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90014727,Casey,2,0,0,1.97,1.33,Corticosteroids
90014902,MMC- Clayton,20,1,5,0.77,1.33,Corticosteroids
90015608,Casey,1,0,0,1.97,1.33,Corticosteroids
90015608,Dandenong,6,0,0,2.72,1.33,Corticosteroids
90015608,MMC- Clayton,20,0,0,0.77,1.33,Corticosteroids
90015746,Dandenong,1,1,100,2.72,1.33,Corticosteroids
90015901,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90016143,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90018068,Casey,5,0,0,1.97,1.33,Corticosteroids
90018068,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90018863,Casey,13,0,0,1.97,1.33,Corticosteroids
90018863,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90019764,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90020817,Dandenong,8,0,0,2.72,1.33,Corticosteroids
90020817,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90021003,Dandenong,4,0,0,2.72,1.33,Corticosteroids
90022682,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90023171,MMC- Clayton,19,0,0,0.77,1.33,Corticosteroids
90024040,MMC- Clayton,14,0,0,0.77,1.33,Corticosteroids
90024223,Casey,4,0,0,1.97,1.33,Corticosteroids
90024223,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90024223,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90024320,MMC- Clayton,15,0,0,0.77,1.33,Corticosteroids
90024716,Casey,1,0,0,1.97,1.33,Corticosteroids
90025727,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90026166,MMC- Clayton,38,0,0,0.77,1.33,Corticosteroids
90027194,Casey,1,0,0,1.97,1.33,Corticosteroids
90028087,Casey,1,0,0,1.97,1.33,Corticosteroids
90028254,Dandenong,6,0,0,2.72,1.33,Corticosteroids
90028254,MMC- Clayton,21,1,4,0.77,1.33,Corticosteroids
90029255,Casey,1,0,0,1.97,1.33,Corticosteroids
90029255,Dandenong,7,1,14,2.72,1.33,Corticosteroids
90029388,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90030535,MMC- Clayton,12,0,0,0.77,1.33,Corticosteroids
90031199,Casey,3,0,0,1.97,1.33,Corticosteroids
90031311,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90031341,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90032676,Casey,6,0,0,1.97,1.33,Corticosteroids
90032705,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90032929,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90033661,Casey,3,0,0,1.97,1.33,Corticosteroids
90033661,Dandenong,4,0,0,2.72,1.33,Corticosteroids
90033661,MMC- Clayton,15,0,0,0.77,1.33,Corticosteroids
90033774,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90033774,MMC- Clayton,26,1,3,0.77,1.33,Corticosteroids
90033803,MMC- Clayton,9,0,0,0.77,1.33,Corticosteroids
90034135,MMC- Clayton,6,0,0,0.77,1.33,Corticosteroids
90034329,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90034785,Casey,7,0,0,1.97,1.33,Corticosteroids
90034958,Casey,1,0,0,1.97,1.33,Corticosteroids
90035140,Casey,1,0,0,1.97,1.33,Corticosteroids
90035880,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90036519,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90037802,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90037850,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90038386,Casey,5,0,0,1.97,1.33,Corticosteroids
90039000,Casey,7,0,0,1.97,1.33,Corticosteroids
90039000,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90039551,Casey,9,0,0,1.97,1.33,Corticosteroids
90039551,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90039776,Casey,2,0,0,1.97,1.33,Corticosteroids
90040184,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90040371,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90040773,Dandenong,4,0,0,2.72,1.33,Corticosteroids
90040881,Casey,6,0,0,1.97,1.33,Corticosteroids
90041374,Casey,1,0,0,1.97,1.33,Corticosteroids
90043227,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90043338,MMC- Clayton,8,1,12,0.77,1.33,Corticosteroids
90043759,Casey,6,0,0,1.97,1.33,Corticosteroids
90043890,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90044135,Casey,14,1,7,1.97,1.33,Corticosteroids
90044868,Casey,8,0,0,1.97,1.33,Corticosteroids
90044868,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90045378,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90046308,Casey,10,0,0,1.97,1.33,Corticosteroids
90046416,Casey,9,0,0,1.97,1.33,Corticosteroids
90047010,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90047064,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90047604,Casey,2,0,0,1.97,1.33,Corticosteroids
90047937,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90048709,Casey,4,0,0,1.97,1.33,Corticosteroids
90048747,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90049188,Dandenong,8,0,0,2.72,1.33,Corticosteroids
90051139,Dandenong,9,0,0,2.72,1.33,Corticosteroids
90051548,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90052261,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90052270,MMC- Clayton,15,0,0,0.77,1.33,Corticosteroids
90052753,Casey,2,0,0,1.97,1.33,Corticosteroids
90052916,Dandenong,9,0,0,2.72,1.33,Corticosteroids
90052916,MMC- Clayton,6,0,0,0.77,1.33,Corticosteroids
90053104,Dandenong,3,1,33,2.72,1.33,Corticosteroids
90053409,Casey,9,0,0,1.97,1.33,Corticosteroids
90053418,Casey,1,0,0,1.97,1.33,Corticosteroids
90053418,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90053715,Casey,8,0,0,1.97,1.33,Corticosteroids
90053753,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90054690,Casey,6,0,0,1.97,1.33,Corticosteroids
90054690,Dandenong,5,0,0,2.72,1.33,Corticosteroids
90055388,Casey,4,0,0,1.97,1.33,Corticosteroids
90055388,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90056255,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90056621,Casey,4,0,0,1.97,1.33,Corticosteroids
90056621,Dandenong,5,0,0,2.72,1.33,Corticosteroids
90056792,Casey,6,0,0,1.97,1.33,Corticosteroids
90057408,Dandenong,5,0,0,2.72,1.33,Corticosteroids
90057415,Casey,3,0,0,1.97,1.33,Corticosteroids
90057415,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90057890,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90058180,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90058333,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90058786,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90059584,Casey,1,0,0,1.97,1.33,Corticosteroids
90059584,Dandenong,3,1,33,2.72,1.33,Corticosteroids
90059584,MMC- Clayton,20,0,0,0.77,1.33,Corticosteroids
90059876,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90060546,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90060746,Casey,4,0,0,1.97,1.33,Corticosteroids
90060945,Casey,1,0,0,1.97,1.33,Corticosteroids
90060945,Dandenong,6,0,0,2.72,1.33,Corticosteroids
90060950,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90060950,MMC- Clayton,7,0,0,0.77,1.33,Corticosteroids
90061220,Casey,5,0,0,1.97,1.33,Corticosteroids
90061220,MMC- Clayton,7,0,0,0.77,1.33,Corticosteroids
90062205,MMC- Clayton,38,0,0,0.77,1.33,Corticosteroids
90063200,Casey,8,0,0,1.97,1.33,Corticosteroids
90064512,Casey,10,0,0,1.97,1.33,Corticosteroids
90066524,MMC- Clayton,18,0,0,0.77,1.33,Corticosteroids
90068267,Dandenong,12,0,0,2.72,1.33,Corticosteroids
90068451,Dandenong,4,0,0,2.72,1.33,Corticosteroids
90069969,Casey,4,0,0,1.97,1.33,Corticosteroids
90070093,MMC- Clayton,21,0,0,0.77,1.33,Corticosteroids
90070899,Casey,1,0,0,1.97,1.33,Corticosteroids
90071350,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90071662,Casey,9,0,0,1.97,1.33,Corticosteroids
90071914,Casey,4,0,0,1.97,1.33,Corticosteroids
90072373,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90072373,MMC- Clayton,10,1,10,0.77,1.33,Corticosteroids
90074347,Casey,5,2,40,1.97,1.33,Corticosteroids
90074642,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90074642,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90074963,Casey,4,2,50,1.97,1.33,Corticosteroids
90075008,MMC- Clayton,22,0,0,0.77,1.33,Corticosteroids
90075334,MMC- Clayton,13,0,0,0.77,1.33,Corticosteroids
90075767,Casey,4,0,0,1.97,1.33,Corticosteroids
90075767,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90075796,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90076316,Casey,3,0,0,1.97,1.33,Corticosteroids
90076316,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90076693,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90076797,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90077401,MMC- Clayton,18,0,0,0.77,1.33,Corticosteroids
90077628,Casey,12,1,8,1.97,1.33,Corticosteroids
90077920,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90078071,MMC- Clayton,14,0,0,0.77,1.33,Corticosteroids
90078140,Casey,4,0,0,1.97,1.33,Corticosteroids
90078263,Casey,7,0,0,1.97,1.33,Corticosteroids
90078705,MMC- Clayton,21,0,0,0.77,1.33,Corticosteroids
