Treating.Clinician,Hospital,total,target,percentage,hospital_each_average,hospital_all_average,order
90154175,Casey,6,1,16,4.79,3.17,Salbutamol
90154175,MMC- Clayton,13,0,0,1.94,3.17,Salbutamol
90154371,Dandenong,5,1,20,5.43,3.17,Salbutamol
90154449,Casey,2,0,0,4.79,3.17,Salbutamol
90155188,MMC- Clayton,12,0,0,1.94,3.17,Salbutamol
90155200,MMC- Clayton,20,1,5,1.94,3.17,Salbutamol
90156769,Dandenong,1,0,0,5.43,3.17,Salbutamol
90157612,MMC- Clayton,19,1,5,1.94,3.17,Salbutamol
90159236,MMC- Clayton,4,1,25,1.94,3.17,Salbutamol
90160332,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90160353,Casey,2,0,0,4.79,3.17,Salbutamol
90160501,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90160513,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90160621,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90160622,Casey,1,0,0,4.79,3.17,Salbutamol
90160636,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90160647,Dandenong,1,0,0,5.43,3.17,Salbutamol
90160650,Dandenong,3,0,0,5.43,3.17,Salbutamol
90160655,Casey,1,0,0,4.79,3.17,Salbutamol
90160699,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90160968,Dandenong,1,0,0,5.43,3.17,Salbutamol
90161039,MMC- Clayton,21,0,0,1.94,3.17,Salbutamol
90161091,MMC- Clayton,17,0,0,1.94,3.17,Salbutamol
90161096,Casey,4,0,0,4.79,3.17,Salbutamol
90161173,Casey,2,0,0,4.79,3.17,Salbutamol
90161185,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90161376,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90161873,MMC- Clayton,19,0,0,1.94,3.17,Salbutamol
90161944,Casey,4,1,25,4.79,3.17,Salbutamol
90162065,Casey,17,1,5,4.79,3.17,Salbutamol
90162077,MMC- Clayton,11,0,0,1.94,3.17,Salbutamol
90162078,MMC- Clayton,13,0,0,1.94,3.17,Salbutamol
90162079,MMC- Clayton,31,1,3,1.94,3.17,Salbutamol
90162080,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90162081,MMC- Clayton,41,0,0,1.94,3.17,Salbutamol
90162082,Casey,8,1,12,4.79,3.17,Salbutamol
90162082,MMC- Clayton,9,1,11,1.94,3.17,Salbutamol
90162251,MMC- Clayton,33,0,0,1.94,3.17,Salbutamol
90162252,MMC- Clayton,27,0,0,1.94,3.17,Salbutamol
90162330,MMC- Clayton,14,0,0,1.94,3.17,Salbutamol
90162599,MMC- Clayton,37,0,0,1.94,3.17,Salbutamol
90162759,MMC- Clayton,20,0,0,1.94,3.17,Salbutamol
90162770,Casey,7,1,14,4.79,3.17,Salbutamol
90162772,Dandenong,1,0,0,5.43,3.17,Salbutamol
90162832,Casey,1,0,0,4.79,3.17,Salbutamol
90162880,Casey,4,0,0,4.79,3.17,Salbutamol
90162896,MMC- Clayton,13,0,0,1.94,3.17,Salbutamol
90162925,Casey,17,1,5,4.79,3.17,Salbutamol
90162953,Casey,2,0,0,4.79,3.17,Salbutamol
90163243,Casey,4,0,0,4.79,3.17,Salbutamol
90164074,Casey,1,0,0,4.79,3.17,Salbutamol
90164142,Dandenong,2,0,0,5.43,3.17,Salbutamol
90164194,Casey,1,0,0,4.79,3.17,Salbutamol
90164305,Casey,8,0,0,4.79,3.17,Salbutamol
90165262,MMC- Clayton,16,0,0,1.94,3.17,Salbutamol
90165844,Dandenong,2,0,0,5.43,3.17,Salbutamol
90166103,MMC- Clayton,7,1,14,1.94,3.17,Salbutamol
90166170,MMC- Clayton,13,0,0,1.94,3.17,Salbutamol
90166333,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90166347,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90000541,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90001224,MMC- Clayton,28,1,3,3.7,3.22,Chest X-ray
90002178,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90002776,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90003263,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90003338,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90003440,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90003645,MMC- Clayton,4,1,25,3.7,3.22,Chest X-ray
90003721,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90003723,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90003827,MMC- Clayton,4,1,25,3.7,3.22,Chest X-ray
90003932,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90004008,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90004171,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90004253,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90004510,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90004628,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90004908,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90005005,MMC- Clayton,5,1,20,3.7,3.22,Chest X-ray
90005703,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90006510,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90008396,MMC- Clayton,10,0,0,3.7,3.22,Chest X-ray
90009738,MMC- Clayton,5,1,20,3.7,3.22,Chest X-ray
90010158,MMC- Clayton,8,1,12,3.7,3.22,Chest X-ray
90010636,MMC- Clayton,22,0,0,3.7,3.22,Chest X-ray
90010720,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90013598,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90013837,MMC- Clayton,28,0,0,3.7,3.22,Chest X-ray
90014902,MMC- Clayton,20,2,10,3.7,3.22,Chest X-ray
90015608,MMC- Clayton,20,0,0,3.7,3.22,Chest X-ray
90015901,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90018068,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90018863,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90019764,MMC- Clayton,5,0,0,3.7,3.22,Chest X-ray
90020817,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90022682,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90023171,MMC- Clayton,19,1,5,3.7,3.22,Chest X-ray
90024040,MMC- Clayton,14,1,7,3.7,3.22,Chest X-ray
90024223,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90024320,MMC- Clayton,15,1,6,3.7,3.22,Chest X-ray
90026166,MMC- Clayton,38,2,5,3.7,3.22,Chest X-ray
90028254,MMC- Clayton,21,0,0,3.7,3.22,Chest X-ray
90030535,MMC- Clayton,12,0,0,3.7,3.22,Chest X-ray
90031311,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90031341,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90032705,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90032929,MMC- Clayton,5,0,0,3.7,3.22,Chest X-ray
90033661,MMC- Clayton,15,0,0,3.7,3.22,Chest X-ray
90033774,MMC- Clayton,26,1,3,3.7,3.22,Chest X-ray
90033803,MMC- Clayton,9,1,11,3.7,3.22,Chest X-ray
90034135,MMC- Clayton,6,0,0,3.7,3.22,Chest X-ray
90036519,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90037802,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90040371,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90043227,MMC- Clayton,8,0,0,3.7,3.22,Chest X-ray
90043338,MMC- Clayton,8,0,0,3.7,3.22,Chest X-ray
90045378,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90047064,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90048747,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90051548,MMC- Clayton,8,0,0,3.7,3.22,Chest X-ray
90052261,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90052270,MMC- Clayton,15,1,6,3.7,3.22,Chest X-ray
90052916,MMC- Clayton,6,1,16,3.7,3.22,Chest X-ray
90053753,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90056255,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90057415,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90058180,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90058333,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90059584,MMC- Clayton,20,0,0,3.7,3.22,Chest X-ray
90059876,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90060546,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90060950,MMC- Clayton,7,1,14,3.7,3.22,Chest X-ray
90061220,MMC- Clayton,7,0,0,3.7,3.22,Chest X-ray
90062205,MMC- Clayton,38,1,2,3.7,3.22,Chest X-ray
90066524,MMC- Clayton,18,0,0,3.7,3.22,Chest X-ray
90070093,MMC- Clayton,21,0,0,3.7,3.22,Chest X-ray
90072373,MMC- Clayton,10,0,0,3.7,3.22,Chest X-ray
90074642,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90075008,MMC- Clayton,22,1,4,3.7,3.22,Chest X-ray
90075334,MMC- Clayton,13,0,0,3.7,3.22,Chest X-ray
90075796,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90076693,MMC- Clayton,8,0,0,3.7,3.22,Chest X-ray
90076797,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90077401,MMC- Clayton,18,2,11,3.7,3.22,Chest X-ray
90077920,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90078071,MMC- Clayton,14,1,7,3.7,3.22,Chest X-ray
90078705,MMC- Clayton,21,1,4,3.7,3.22,Chest X-ray
90078787,MMC- Clayton,3,1,33,3.7,3.22,Chest X-ray
90078814,MMC- Clayton,6,0,0,3.7,3.22,Chest X-ray
90079546,MMC- Clayton,15,0,0,3.7,3.22,Chest X-ray
90080314,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90080745,MMC- Clayton,8,0,0,3.7,3.22,Chest X-ray
90081325,MMC- Clayton,32,1,3,3.7,3.22,Chest X-ray
90081556,MMC- Clayton,5,0,0,3.7,3.22,Chest X-ray
90081588,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90081957,MMC- Clayton,14,0,0,3.7,3.22,Chest X-ray
90082317,MMC- Clayton,8,0,0,3.7,3.22,Chest X-ray
90082606,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90083027,MMC- Clayton,11,0,0,3.7,3.22,Chest X-ray
90083266,MMC- Clayton,29,2,6,3.7,3.22,Chest X-ray
90085043,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90085898,MMC- Clayton,11,1,9,3.7,3.22,Chest X-ray
90086088,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90086232,MMC- Clayton,3,1,33,3.7,3.22,Chest X-ray
90091034,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90093120,MMC- Clayton,7,1,14,3.7,3.22,Chest X-ray
90093190,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90093516,MMC- Clayton,6,0,0,3.7,3.22,Chest X-ray
90094126,MMC- Clayton,8,0,0,3.7,3.22,Chest X-ray
90094427,MMC- Clayton,15,1,6,3.7,3.22,Chest X-ray
90096616,MMC- Clayton,8,1,12,3.7,3.22,Chest X-ray
90096638,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90097823,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90098181,MMC- Clayton,17,0,0,3.7,3.22,Chest X-ray
90098744,MMC- Clayton,23,0,0,3.7,3.22,Chest X-ray
90098792,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90099597,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90099752,MMC- Clayton,12,1,8,3.7,3.22,Chest X-ray
90100582,MMC- Clayton,6,1,16,3.7,3.22,Chest X-ray
90101121,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90101122,MMC- Clayton,5,0,0,3.7,3.22,Chest X-ray
90101274,MMC- Clayton,33,1,3,3.7,3.22,Chest X-ray
90102876,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90103211,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90104983,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90107514,MMC- Clayton,18,3,16,3.7,3.22,Chest X-ray
90108333,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90109179,MMC- Clayton,6,0,0,3.7,3.22,Chest X-ray
90110663,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90111201,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90111262,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90111526,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90113108,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90113497,MMC- Clayton,14,0,0,3.7,3.22,Chest X-ray
90115768,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90116410,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90117588,MMC- Clayton,7,0,0,3.7,3.22,Chest X-ray
90118416,MMC- Clayton,11,1,9,3.7,3.22,Chest X-ray
90119011,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90119285,MMC- Clayton,8,0,0,3.7,3.22,Chest X-ray
90119577,MMC- Clayton,43,0,0,3.7,3.22,Chest X-ray
90119823,MMC- Clayton,12,2,16,3.7,3.22,Chest X-ray
90119848,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90119860,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90119901,MMC- Clayton,5,1,20,3.7,3.22,Chest X-ray
90119988,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90121871,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90122677,MMC- Clayton,32,1,3,3.7,3.22,Chest X-ray
90123249,MMC- Clayton,8,0,0,3.7,3.22,Chest X-ray
90123309,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90123339,MMC- Clayton,16,1,6,3.7,3.22,Chest X-ray
90124438,MMC- Clayton,21,0,0,3.7,3.22,Chest X-ray
90124476,MMC- Clayton,8,0,0,3.7,3.22,Chest X-ray
90124487,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90124492,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90124502,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90124505,MMC- Clayton,8,1,12,3.7,3.22,Chest X-ray
90124517,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90124523,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90124524,MMC- Clayton,11,0,0,3.7,3.22,Chest X-ray
90124526,MMC- Clayton,19,1,5,3.7,3.22,Chest X-ray
90124543,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90124546,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90124561,MMC- Clayton,9,0,0,3.7,3.22,Chest X-ray
90124563,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90124585,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90124609,MMC- Clayton,24,2,8,3.7,3.22,Chest X-ray
90124621,MMC- Clayton,24,1,4,3.7,3.22,Chest X-ray
90124633,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90124637,MMC- Clayton,6,1,16,3.7,3.22,Chest X-ray
90124682,MMC- Clayton,5,0,0,3.7,3.22,Chest X-ray
90124698,MMC- Clayton,14,0,0,3.7,3.22,Chest X-ray
90127293,MMC- Clayton,5,1,20,3.7,3.22,Chest X-ray
90127515,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90136838,MMC- Clayton,17,1,5,3.7,3.22,Chest X-ray
90136845,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90136849,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90136850,MMC- Clayton,16,1,6,3.7,3.22,Chest X-ray
90137813,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90138704,MMC- Clayton,9,1,11,3.7,3.22,Chest X-ray
90138705,MMC- Clayton,9,0,0,3.7,3.22,Chest X-ray
90141884,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90142519,MMC- Clayton,22,0,0,3.7,3.22,Chest X-ray
90142824,MMC- Clayton,8,1,12,3.7,3.22,Chest X-ray
90142841,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90144405,MMC- Clayton,39,2,5,3.7,3.22,Chest X-ray
90144435,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90144443,MMC- Clayton,20,2,10,3.7,3.22,Chest X-ray
90144607,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90144736,MMC- Clayton,13,0,0,3.7,3.22,Chest X-ray
90144787,MMC- Clayton,5,0,0,3.7,3.22,Chest X-ray
90144878,MMC- Clayton,5,0,0,3.7,3.22,Chest X-ray
90144901,MMC- Clayton,13,1,7,3.7,3.22,Chest X-ray
90144911,MMC- Clayton,5,0,0,3.7,3.22,Chest X-ray
90145024,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90145085,MMC- Clayton,12,0,0,3.7,3.22,Chest X-ray
90145086,MMC- Clayton,30,1,3,3.7,3.22,Chest X-ray
90145218,MMC- Clayton,6,0,0,3.7,3.22,Chest X-ray
90145257,MMC- Clayton,6,0,0,3.7,3.22,Chest X-ray
90145261,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90145292,MMC- Clayton,6,0,0,3.7,3.22,Chest X-ray
90145296,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90145390,MMC- Clayton,16,2,12,3.7,3.22,Chest X-ray
90145408,MMC- Clayton,10,0,0,3.7,3.22,Chest X-ray
90145549,MMC- Clayton,4,0,0,3.7,3.22,Chest X-ray
90145738,MMC- Clayton,12,0,0,3.7,3.22,Chest X-ray
90145754,MMC- Clayton,6,1,16,3.7,3.22,Chest X-ray
90145901,MMC- Clayton,37,1,2,3.7,3.22,Chest X-ray
90146286,MMC- Clayton,18,2,11,3.7,3.22,Chest X-ray
90148355,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90148809,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90149605,MMC- Clayton,9,0,0,3.7,3.22,Chest X-ray
90150180,MMC- Clayton,4,1,25,3.7,3.22,Chest X-ray
90153189,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90153195,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90154175,MMC- Clayton,13,0,0,3.7,3.22,Chest X-ray
90155188,MMC- Clayton,12,0,0,3.7,3.22,Chest X-ray
90155200,MMC- Clayton,20,0,0,3.7,3.22,Chest X-ray
90157612,MMC- Clayton,19,0,0,3.7,3.22,Chest X-ray
90159236,MMC- Clayton,4,1,25,3.7,3.22,Chest X-ray
90160332,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90160501,MMC- Clayton,4,1,25,3.7,3.22,Chest X-ray
90160513,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90160621,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90160636,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90160699,MMC- Clayton,3,0,0,3.7,3.22,Chest X-ray
90161039,MMC- Clayton,21,1,4,3.7,3.22,Chest X-ray
90161091,MMC- Clayton,17,0,0,3.7,3.22,Chest X-ray
90161185,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90161376,MMC- Clayton,1,0,0,3.7,3.22,Chest X-ray
90161873,MMC- Clayton,19,0,0,3.7,3.22,Chest X-ray
90162077,MMC- Clayton,11,0,0,3.7,3.22,Chest X-ray
90162078,MMC- Clayton,13,0,0,3.7,3.22,Chest X-ray
90162079,MMC- Clayton,31,3,9,3.7,3.22,Chest X-ray
90162080,MMC- Clayton,5,0,0,3.7,3.22,Chest X-ray
90162081,MMC- Clayton,41,3,7,3.7,3.22,Chest X-ray
90162082,MMC- Clayton,9,0,0,3.7,3.22,Chest X-ray
90162251,MMC- Clayton,33,1,3,3.7,3.22,Chest X-ray
90162252,MMC- Clayton,27,1,3,3.7,3.22,Chest X-ray
90162330,MMC- Clayton,14,0,0,3.7,3.22,Chest X-ray
90162599,MMC- Clayton,37,2,5,3.7,3.22,Chest X-ray
90162759,MMC- Clayton,20,0,0,3.7,3.22,Chest X-ray
90162896,MMC- Clayton,13,0,0,3.7,3.22,Chest X-ray
90165262,MMC- Clayton,16,0,0,3.7,3.22,Chest X-ray
90166103,MMC- Clayton,7,0,0,3.7,3.22,Chest X-ray
90166170,MMC- Clayton,13,0,0,3.7,3.22,Chest X-ray
90166333,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90166347,MMC- Clayton,2,0,0,3.7,3.22,Chest X-ray
90002772,Dandenong,6,0,0,2.72,3.22,Chest X-ray
90003943,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90004289,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90005035,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90007275,Dandenong,9,0,0,2.72,3.22,Chest X-ray
90008672,Dandenong,8,1,12,2.72,3.22,Chest X-ray
90013900,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90015608,Dandenong,6,0,0,2.72,3.22,Chest X-ray
90015746,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90016143,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90020817,Dandenong,8,0,0,2.72,3.22,Chest X-ray
90021003,Dandenong,4,1,25,2.72,3.22,Chest X-ray
90024223,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90025727,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90028254,Dandenong,6,0,0,2.72,3.22,Chest X-ray
90029255,Dandenong,7,1,14,2.72,3.22,Chest X-ray
90029388,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90033661,Dandenong,4,0,0,2.72,3.22,Chest X-ray
90033774,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90034329,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90035880,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90037850,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90039000,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90039551,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90040184,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90040773,Dandenong,4,1,25,2.72,3.22,Chest X-ray
90043890,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90044868,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90047010,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90047937,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90049188,Dandenong,8,0,0,2.72,3.22,Chest X-ray
90051139,Dandenong,9,0,0,2.72,3.22,Chest X-ray
90052916,Dandenong,9,0,0,2.72,3.22,Chest X-ray
90053104,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90053418,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90054690,Dandenong,5,0,0,2.72,3.22,Chest X-ray
90055388,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90056621,Dandenong,5,0,0,2.72,3.22,Chest X-ray
90057408,Dandenong,5,0,0,2.72,3.22,Chest X-ray
90057890,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90058786,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90059584,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90060945,Dandenong,6,1,16,2.72,3.22,Chest X-ray
90060950,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90068267,Dandenong,12,1,8,2.72,3.22,Chest X-ray
90068451,Dandenong,4,0,0,2.72,3.22,Chest X-ray
90071350,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90072373,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90074642,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90075767,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90076316,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90080314,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90081957,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90082317,Dandenong,4,0,0,2.72,3.22,Chest X-ray
90082515,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90083180,Dandenong,4,0,0,2.72,3.22,Chest X-ray
90083199,Dandenong,4,0,0,2.72,3.22,Chest X-ray
90085012,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90088199,Dandenong,4,0,0,2.72,3.22,Chest X-ray
90090296,Dandenong,5,0,0,2.72,3.22,Chest X-ray
90097823,Dandenong,7,0,0,2.72,3.22,Chest X-ray
90099752,Dandenong,6,0,0,2.72,3.22,Chest X-ray
90100582,Dandenong,7,1,14,2.72,3.22,Chest X-ray
90101219,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90102895,Dandenong,5,0,0,2.72,3.22,Chest X-ray
90104011,Dandenong,5,0,0,2.72,3.22,Chest X-ray
90104880,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90107017,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90107765,Dandenong,7,0,0,2.72,3.22,Chest X-ray
90109083,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90109179,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90112361,Dandenong,2,1,50,2.72,3.22,Chest X-ray
90112578,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90113108,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90115923,Dandenong,5,0,0,2.72,3.22,Chest X-ray
90116155,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90117588,Dandenong,3,0,0,2.72,3.22,Chest X-ray
90118204,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90119011,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90119742,Dandenong,5,1,20,2.72,3.22,Chest X-ray
90119988,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90123274,Dandenong,4,0,0,2.72,3.22,Chest X-ray
90123339,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90124202,Dandenong,7,0,0,2.72,3.22,Chest X-ray
90124438,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90124439,Dandenong,4,0,0,2.72,3.22,Chest X-ray
90124446,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90124447,Dandenong,5,0,0,2.72,3.22,Chest X-ray
90124449,Dandenong,10,0,0,2.72,3.22,Chest X-ray
90124459,Dandenong,2,0,0,2.72,3.22,Chest X-ray
90124499,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90124515,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90124517,Dandenong,4,0,0,2.72,3.22,Chest X-ray
90124561,Dandenong,6,0,0,2.72,3.22,Chest X-ray
90124565,Dandenong,2,1,50,2.72,3.22,Chest X-ray
90124570,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90139416,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90140978,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90144627,Dandenong,5,0,0,2.72,3.22,Chest X-ray
90144754,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90145198,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90145457,Dandenong,1,0,0,2.72,3.22,Chest X-ray
90145469,Dandenong,5,0,0,2.72,3.22,Chest X-ray
90146286,Dandenong,1,0,0,2.72,3.22,Chest X-ray
